N1	N2	O1	O2	P1	P2	Q1	Q2	R1	R2	S1	S2	T1	T2	U1	U2	W1	W2	W3	W4	gene.names
7763	5849	9536	6391	7754	7277	7518	5113	7636	3567	2993	5331	3786	3994	4234	3936	3873	4109	3341	3116	CAGL0L05874g
341	308	459	454	485	573	488	359	346	353	239	359	266	305	340	410	309	369	317	360	CAGL0L05896g
278	225	351	262	310	298	273	151	307	93	102	195	98	125	117	74	84	69	61	56	CAGL0L05918g
1208	843	1329	1157	1192	1365	1289	998	1153	872	243	951	290	358	502	1125	643	751	752	680	CAGL0L05940g
3054	2321	3688	2693	3783	3506	2883	1710	2667	1176	1086	2442	978	1430	1464	1499	1503	1648	2365	2172	CAGL0L05962g
0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	1	2	0	CAGL0L05984g
395	430	450	318	367	369	484	292	299	155	204	320	81	303	107	132	157	158	1621	1314	CAGL0L06006g
2085	2034	1662	1494	1557	1933	2355	1788	1254	1141	805	880	614	1033	744	848	1247	1411	3497	3489	CAGL0L06028g
7	2	16	9	9	2	5	10	4	1	2	6	1	1	0	0	5	9	11	6	CAGL0L06050g
4	8	8	6	2	5	11	11	2	0	2	1	0	0	0	0	2	2	3	3	CAGL0L06072g
190	137	105	70	82	149	98	164	20	5	9	16	8	9	63	31	33	51	715	567	CAGL0L06094g
952	856	984	690	1046	992	871	472	653	321	478	637	376	648	549	425	480	529	1208	1050	CAGL0L06116g
2475	1903	2770	2044	2329	2010	2165	1680	1808	757	1021	1265	1221	1260	1700	943	780	878	866	759	CAGL0L06138g
5331	3578	6483	5316	4355	4806	5017	4099	4658	3267	2390	2675	2904	3041	2657	2975	2347	2673	5751	5397	CAGL0L06160g
2084	1903	2343	1689	1982	2083	2264	1299	1948	1270	846	1520	805	1144	858	1136	1107	1220	3600	3538	CAGL0L06182g
5186	3986	5521	4928	3702	4422	4846	4050	3730	3609	2136	2668	2370	2493	2511	3347	3280	3640	7741	8099	CAGL0L06204g
993	791	1544	1021	998	1006	1054	681	1204	353	577	964	647	703	414	331	621	614	243	217	CAGL0L06226g
1066	1148	961	779	849	1196	1088	828	690	599	484	540	298	551	343	414	514	578	2438	2621	CAGL0L06248g
8712	7630	7972	6894	8641	11368	7534	5680	5645	4924	4262	4904	3675	5718	5641	5474	5202	6271	18713	18920	CAGL0L06270g
655	735	518	378	515	500	719	365	426	147	252	332	74	370	148	115	260	251	1404	1550	CAGL0L06292g
6090	3073	9168	6438	7013	5966	5026	4392	6254	3599	2251	4620	4754	2984	5460	4501	2966	3494	102	78	CAGL0L06314g
2	0	2	3	3	3	4	1	1	4	0	1	0	0	1	0	2	4	1	1	CAGL0L06336g
364	364	321	215	324	323	391	197	218	138	60	165	52	126	85	115	64	77	367	396	CAGL0L06358g
136	109	148	116	158	147	114	85	94	57	90	160	51	79	58	68	68	91	198	196	CAGL0L06374g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0L06380r
2592	2184	3267	2110	2571	2354	2572	2230	2198	874	1247	1695	994	1577	1109	881	1125	1237	1642	1417	CAGL0L06402g
30500	22782	33694	33448	25974	36937	22068	23705	20094	26973	7681	7785	11598	11134	10704	23872	20047	24517	32959	30093	CAGL0L06424g
1045	970	1158	983	1119	1107	855	541	964	531	485	831	471	598	565	642	504	509	900	836	CAGL0L06446g
674	478	741	575	731	762	611	470	597	359	180	459	242	272	299	332	301	379	530	465	CAGL0L06468g
2719	2733	2815	2039	2455	2745	2947	2238	1932	965	1320	1437	836	1507	801	578	1312	1447	2956	2811	CAGL0L06490g
28	41	22	14	42	44	21	27	10	8	13	22	5	32	29	25	12	13	370	471	CAGL0L06512g
5000	3984	4917	4760	4708	5974	4605	3816	4544	2560	2203	3261	2941	2913	3605	2725	2455	2792	1514	1389	CAGL0L06534g
1326	1130	1349	1004	1260	1221	1356	740	1255	753	351	922	260	509	356	553	614	653	868	785	CAGL0L06556g
13	8	5	6	6	12	5	5	4	2	1	6	0	2	5	7	5	3	107	117	CAGL0L06578g
383	573	264	185	334	338	357	190	257	131	113	135	72	159	148	91	81	131	1515	1506	CAGL0L06600g
3213	2667	1255	802	1975	1754	2723	1544	1267	468	398	885	345	562	1090	933	511	514	2030	1879	CAGL0L06622g
1573	1493	707	552	1092	1303	1403	741	696	414	286	327	300	420	617	618	303	343	1013	981	CAGL0L06644g
1178	262	1459	1664	877	1409	215	703	160	75	868	360	205	794	140	89	538	563	769	772	CAGL0L06666g
881	685	1000	638	903	797	881	551	823	304	237	686	364	321	613	565	316	337	686	600	CAGL0L06688g
283	219	314	223	329	267	300	173	252	118	67	155	77	77	128	86	39	40	134	92	CAGL0L06710g
2122	1886	2740	2234	2637	3090	2252	1939	1702	1120	858	1034	835	1049	655	512	966	1136	1351	1346	CAGL0L06732g
7230	4497	9967	6525	7939	6706	6425	4615	7296	3005	3387	5046	5652	4577	6335	3662	3288	3585	463	371	CAGL0L06754g
246	168	317	331	320	520	177	193	83	69	85	94	55	162	168	164	129	160	193	167	CAGL0L06776g
2247	1980	2133	1691	1966	2370	1954	1392	1178	632	1056	934	874	1570	914	550	978	1086	6237	6515	CAGL0L06798g
1195	1087	1033	827	891	971	1203	809	815	582	442	516	386	606	426	477	477	590	3091	3110	CAGL0L06820g
923	760	1292	984	1209	1142	972	548	1074	535	530	884	629	729	648	536	599	639	396	326	CAGL0L06842g
325	402	232	180	121	146	459	294	125	87	75	108	40	89	32	31	64	55	1523	1138	CAGL0L06864g
26137	18415	34377	20190	27370	20991	27247	14297	32014	9031	15191	16030	22987	19376	24155	8264	8434	9901	283	299	CAGL0L06886g
6958	6082	8212	6377	6741	7474	6780	4872	6779	4229	2999	3891	3401	3726	3624	4071	3903	4194	3275	2912	CAGL0L06908g
105	107	163	95	82	92	136	61	145	41	122	171	82	129	45	13	60	57	68	94	CAGL0L06930g
5633	4380	8940	6558	6639	6522	6199	4276	7193	2581	3063	4297	4348	3995	4198	2265	2799	3333	665	691	CAGL0L06952g
1809	1859	1081	719	1673	1554	1861	984	767	234	721	575	294	1232	708	326	436	487	5551	5486	CAGL0L06974g
188	162	236	161	228	207	182	136	158	117	79	149	89	93	88	119	79	91	109	119	CAGL0L06996g
10	8	15	7	3	8	1	3	4	2	2	0	4	6	7	9	9	7	5	4	CAGL0L07018g
569	536	731	521	483	505	719	542	580	444	273	447	184	378	225	248	436	535	391	460	CAGL0L07040g
1191	932	1523	1091	1187	1110	1109	876	1094	764	404	909	555	507	678	832	640	675	522	492	CAGL0L07062g
477	408	414	345	420	449	458	357	345	282	139	261	140	210	180	308	247	258	521	517	CAGL0L07084g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0L07095r
653	612	769	574	644	708	688	480	669	366	277	481	342	390	289	311	313	344	638	604	CAGL0L07106g
552	687	495	403	512	524	779	416	442	329	273	373	157	380	183	239	291	353	1809	1647	CAGL0L07128g
1298	943	1607	1189	1298	1364	1457	931	1532	821	742	1233	920	1025	1035	702	756	867	678	664	CAGL0L07150g
2754	2649	3326	2091	2520	2304	2982	1425	2859	746	1483	2000	1024	1833	1087	497	870	958	1139	1069	CAGL0L07172g
2	4	3	2	2	4	8	3	3	3	2	1	4	5	2	0	0	4	0	3	CAGL0L07194g
6888	6757	8668	5159	7171	5730	7513	3269	7574	2080	3314	5294	2955	4501	2979	1458	2584	2751	1672	1480	CAGL0L07216g
2535	2835	3128	1997	2716	2590	3572	2501	2804	1798	1347	1516	1039	1748	1200	969	1415	1545	2595	2659	CAGL0L07238g
322	227	264	211	301	351	219	193	215	192	82	185	106	127	174	250	166	155	298	344	CAGL0L07260g
2034	1768	2426	2067	2182	2562	2597	1907	2021	1739	1192	1962	1178	1594	1304	1613	1523	1671	1701	1629	CAGL0L07282g
2990	2538	3405	2636	2880	3196	3414	2346	2934	1599	1429	2004	1678	2105	1716	1227	1725	1907	1356	1146	CAGL0L07304g
730	665	669	501	735	690	793	521	711	394	280	499	335	380	374	371	344	377	325	276	CAGL0L07326g
1713	1422	1854	1225	1692	1492	1784	1067	1696	982	479	1145	666	691	803	864	759	820	554	469	CAGL0L07348g
2267	2085	2476	1926	2332	2141	2778	1609	2258	1332	1034	1694	1210	1245	1319	1113	1197	1183	686	561	CAGL0L07370g
506	487	594	379	563	483	579	319	452	175	282	377	187	373	201	129	275	264	327	309	CAGL0L07392g
462	503	621	539	430	497	624	452	451	279	327	406	218	387	195	156	306	337	344	311	CAGL0L07414g
1976	1659	2405	1941	2012	2173	1	2	1	0	2	0	1	1	3	0	977	981	1650	1541	CAGL0L07436g
540	322	739	482	588	457	451	352	527	267	172	530	371	264	402	320	289	326	121	122	CAGL0L07458g
708	684	420	377	402	460	841	487	298	246	170	242	102	208	139	194	216	242	611	536	CAGL0L07480g
21768	16923	16117	13117	13657	13977	16066	11326	11071	6270	3706	4253	4218	4837	5449	5549	7610	8355	11375	10349	CAGL0L07502g
3042	2203	3105	1996	2661	2289	2825	1909	2944	1012	1119	1649	1555	1442	1509	849	1043	1136	1318	1234	CAGL0L07546g
0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	CAGL0L07568g
1	1	4	5	3	1	1	2	1	0	0	2	8	1	125	191	2	4	1	0	CAGL0L07590g
10	3	25	25	10	26	7	15	18	35	16	33	43	28	12	13	49	41	0	0	CAGL0L07612r
733	650	613	583	685	649	800	493	571	273	159	459	139	188	230	280	320	323	724	688	CAGL0L07634g
2422	2366	1886	1186	2614	2625	2174	1190	1583	740	1083	1154	580	1387	1184	754	994	1172	5124	5023	CAGL0L07656g
1928	1132	3038	2260	2428	2057	1677	1539	2028	1744	844	1648	1888	1189	2190	2521	1375	1533	42	52	CAGL0L07678g
331	198	371	249	429	345	212	217	229	113	149	292	190	175	225	197	179	213	256	262	CAGL0L07700g
31883	29071	37708	26256	38066	38010	29020	21082	33881	13950	16450	14799	19743	24508	18188	12274	12295	14075	28089	23514	CAGL0L07722g
801	818	473	341	705	694	703	338	398	148	191	279	106	283	277	251	189	171	2307	2212	CAGL0L07744g
190	163	128	109	159	173	224	139	115	38	73	90	55	113	87	64	74	92	189	154	CAGL0L07766g
2165	2185	2223	1694	2236	2214	2681	1638	1980	1279	1100	1521	963	1539	1048	1004	1287	1400	3320	3271	CAGL0L07788g
2586	1709	2653	1890	2217	2101	1615	1451	1814	1305	907	1231	962	1026	1599	1746	1219	1354	1340	1319	CAGL0L07810g
1383	652	1989	1362	1733	1310	1108	1057	1326	800	418	1280	855	591	1143	1163	818	927	126	133	CAGL0L07832g
2323	2148	2530	1824	2148	2114	2197	1170	2039	759	1128	1590	806	1595	971	830	940	1018	1742	1654	CAGL0L07854g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0L07876r
237	199	232	177	251	220	177	117	122	86	96	136	94	121	145	170	127	131	597	553	CAGL0L07898g
421	393	523	321	430	396	345	171	390	180	261	320	248	339	268	146	201	250	583	501	CAGL0L07920g
183	177	200	177	173	190	145	97	159	117	87	130	89	107	104	89	120	153	75	86	CAGL0L07942g
244	212	293	229	285	260	200	147	250	127	130	248	153	214	165	114	119	140	86	85	CAGL0L07953g
0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	CAGL0L07964r
638	665	432	331	480	524	626	345	363	254	220	310	147	340	202	239	247	286	1300	1265	CAGL0L07986g
1511	751	1995	649	1348	636	1088	541	978	126	662	1056	1242	858	935	194	205	225	286	272	CAGL0L08008g
744	706	803	530	916	999	903	493	538	359	355	456	301	515	283	274	390	449	846	774	CAGL0L08030g
50	24	26	17	22	17	59	43	675	64	21	18	19	12	29	60	17	35	40	63	CAGL0L08044r
892	881	1028	673	1026	897	903	471	927	435	477	644	507	708	503	393	521	622	546	431	CAGL0L08052g
2337	1849	2251	1850	2028	2131	2297	1476	1908	1786	899	1380	1372	1333	1656	1918	1600	1855	885	897	CAGL0L08068g
1685	1520	1448	976	1213	1270	1885	1132	1075	470	558	739	401	759	373	235	385	362	1731	1690	CAGL0L08074g
412	353	397	278	409	388	378	289	402	216	173	253	210	230	202	190	165	162	68	72	CAGL0L08096g
1	2	8	8	5	5	7	19	27	8	1	9	2	1	0	1	6	7	0	1	CAGL0L08103r
20036	16196	27556	16171	20222	18048	18942	11065	24803	11090	12319	21750	18786	15142	18973	9311	11059	12403	385	453	CAGL0L08110g
18535	13677	27475	19513	20312	20303	20030	12841	25580	11466	12649	16263	20084	17052	19264	9933	11313	12839	184	181	CAGL0L08114g
16901	12949	23653	14701	17770	15251	16585	9163	21968	7335	10752	11016	17604	14740	16607	6919	7718	9343	481	428	CAGL0L08118g
795	704	794	483	784	636	821	400	795	234	235	511	239	328	267	230	287	265	881	847	CAGL0L08140g
1932	1645	2283	1771	1919	2016	2164	1644	1861	1142	660	1211	873	864	1085	1244	866	885	1096	948	CAGL0L08162g
6761	10342	19429	15171	9528	11395	10517	4184	12265	5125	10980	14758	2588	14729	1989	1610	11733	12826	1076	2540	CAGL0L08184g
2094	1169	2794	1923	2197	1789	1914	1509	1986	1132	700	1685	1251	985	1541	1409	1041	1237	225	173	CAGL0L08206g
678	462	761	510	690	662	566	314	596	288	274	526	299	401	329	298	315	321	374	271	CAGL0L08228g
1454	1379	1744	1154	1544	1431	1989	1430	1432	571	454	936	542	648	768	597	513	561	858	751	CAGL0L08250g
6145	4983	8610	6135	6680	6793	7453	5814	7132	5081	3024	4267	4016	4014	4383	4553	4102	4474	1682	1497	CAGL0L08272g
1077	883	996	827	987	983	1053	583	925	621	362	579	394	488	535	621	406	414	494	336	CAGL0L08294g
333	314	348	357	396	407	412	339	414	327	154	261	139	187	132	284	231	239	342	360	CAGL0L08316g
1159	1267	980	759	1097	1369	1549	998	692	731	628	958	187	811	297	581	824	862	4102	3978	CAGL0L08338g
2349	1866	2922	1790	2379	2082	2386	1441	2366	926	702	1628	901	940	1125	813	912	974	644	520	CAGL0L08360g
68	72	83	46	91	90	66	48	65	36	17	33	20	25	42	26	22	21	17	17	CAGL0L08382g
336	281	333	232	353	284	237	184	248	141	102	173	192	152	206	212	126	154	141	136	CAGL0L08404g
379	407	246	307	327	467	366	253	219	232	130	127	152	238	208	279	169	192	2533	2836	CAGL0L08426g
5433	4329	6065	4779	7399	7836	4989	3468	4518	2206	1942	1994	3260	2486	4548	3070	1425	1610	7061	7440	CAGL0L08448g
7	7	9	8	11	15	7	3	4	8	4	3	8	10	8	11	4	5	77	69	CAGL0L08481g
1479	1439	1670	1153	1518	1557	1828	988	1388	886	789	1103	642	1109	687	733	737	800	2208	2115	CAGL0L08492g
500	527	582	351	559	516	574	260	545	278	267	470	254	377	375	288	286	315	342	244	CAGL0L08514g
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0L08536g
97	87	11	6	38	28	69	14	5	2	0	4	0	5	13	15	8	8	5	6	CAGL0L08547g
0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	CAGL0L08558r
2084	2048	2655	1487	2239	1819	3043	1855	2378	922	1024	1417	717	1379	818	530	977	1048	1483	1492	CAGL0L08580g
984	1028	1003	766	823	957	1177	787	757	618	353	719	251	528	217	271	505	542	1855	1697	CAGL0L08602g
2236	1519	3029	1889	2572	2061	2233	1288	2702	1023	550	1906	910	801	1202	1300	1026	1209	317	269	CAGL0L08624g
889	791	987	696	1019	816	1059	526	873	415	421	814	402	509	591	411	338	374	745	702	CAGL0L08646g
405	387	310	247	408	393	405	185	286	173	184	259	125	241	193	171	161	191	530	502	CAGL0L08668g
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	CAGL0L08690r
470	495	334	307	450	529	463	419	318	204	112	134	122	167	146	177	128	135	682	634	CAGL0L08712g
678	540	890	613	746	849	673	507	595	471	420	532	353	501	299	320	490	507	666	607	CAGL0L08734g
3483	1895	5430	3715	3941	3227	2480	2030	3552	1424	1535	2844	3139	1827	3554	2029	1550	1757	197	140	CAGL0L08756g
861	751	922	664	866	876	924	600	764	571	342	460	335	454	439	507	416	445	531	540	CAGL0L08778g
2559	2446	2719	1960	2233	2204	2952	1784	2025	1332	1348	1664	1309	1978	1460	1167	1300	1477	2319	2399	CAGL0L08800g
1350	966	1891	1182	1394	1222	1629	1125	1652	623	640	1303	747	805	902	699	699	753	695	622	CAGL0L08822g
944	820	1182	697	1015	888	1085	885	1056	484	299	594	269	419	432	379	366	349	378	304	CAGL0L08844g
501	402	555	485	497	467	492	303	452	227	103	392	114	202	153	190	212	208	277	270	CAGL0L08866g
501	603	585	405	548	492	672	260	344	130	255	445	148	356	165	168	143	205	1290	1097	CAGL0L08888g
848	647	886	559	763	624	786	451	659	250	173	524	171	258	231	196	264	310	444	412	CAGL0L08910g
16282	14583	12795	9820	17624	19768	13708	7565	8582	5141	6394	6744	5885	9738	8491	6856	6579	7262	38402	38875	CAGL0L08932g
213	146	217	173	249	228	124	113	161	122	43	133	51	77	87	118	107	123	371	325	CAGL0L08954g
1213	655	1810	1172	1417	1194	1020	758	1164	632	545	1211	869	648	1107	962	630	712	123	104	CAGL0L08976g
1020	773	1633	1109	1235	1150	1101	697	1249	587	528	1025	708	647	908	617	545	643	155	138	CAGL0L08998g
375	268	310	224	270	246	359	250	260	140	114	234	87	120	114	125	176	220	216	199	CAGL0L09020g
1408	1310	1505	1067	1279	1396	1660	915	1382	1024	540	1254	494	744	715	1043	829	903	947	825	CAGL0L09042g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0L09064s
204	236	164	152	145	192	229	91	113	66	98	119	44	150	87	70	145	133	618	554	CAGL0L09086g
503	431	436	303	538	507	385	235	319	201	221	304	159	242	313	307	239	246	782	683	CAGL0L09108g
1289	1125	1561	969	1356	1098	1419	811	1308	412	354	872	493	542	720	505	395	375	366	372	CAGL0L09130g
2409	2264	2740	1697	2192	1961	3498	2074	2318	1155	1229	1655	810	1787	977	589	1188	1283	2047	1961	CAGL0L09152g
503	419	547	345	507	457	600	282	517	208	162	287	192	257	245	154	187	199	270	239	CAGL0L09174g
741	632	706	478	678	668	747	452	579	312	292	459	236	370	320	304	291	301	664	647	CAGL0L09185g
611	585	607	384	578	516	560	300	381	205	211	293	143	272	295	251	197	219	688	664	CAGL0L09207g
2097	1955	2035	1419	1721	1662	2354	1486	1531	859	849	1024	781	1010	1116	968	888	952	2092	2051	CAGL0L09229g
135	174	101	84	58	80	121	95	76	39	60	57	30	73	13	18	26	60	550	509	CAGL0L09251g
100	85	38	32	79	93	87	32	35	13	27	18	13	39	43	36	16	21	458	366	CAGL0L09273g
3	6	6	3	2	1	11	10	4	6	1	5	5	4	2	2	2	3	76	66	CAGL0L09295g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0L09317r
2037	1565	2175	1584	1757	1774	2065	1396	1722	635	1003	1564	845	1269	804	560	688	774	1388	1184	CAGL0L09339g
3	2	1	0	1	0	2	0	2	0	0	1	0	1	1	1	0	1	2	0	CAGL0L09361g
1	0	0	2	0	4	0	0	1	0	0	0	0	1	0	1	0	0	2	1	CAGL0L09372g
1193	647	696	648	1293	1242	716	819	456	321	280	393	419	376	744	813	310	335	779	778	CAGL0L09383g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0L09405r
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0L09427r
253	201	262	186	245	253	234	156	238	157	94	185	123	131	198	209	128	125	92	102	CAGL0L09449g
849	702	772	623	804	771	929	500	829	407	321	645	429	527	513	441	417	440	288	261	CAGL0L09471g
58	50	137	82	101	78	41	15	69	27	71	109	33	111	29	42	44	57	86	73	CAGL0L09493g
0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	CAGL0L09515r
20	11	9	15	11	18	13	12	7	5	6	10	6	9	10	5	9	8	45	56	CAGL0L09537g
0	0	2	0	0	0	1	0	0	0	0	1	0	0	2	0	0	1	0	1	CAGL0L09559r
943	764	1108	862	940	996	978	613	1010	696	575	764	813	893	645	503	570	692	290	222	CAGL0L09581g
617	539	619	515	574	586	575	381	509	389	298	473	330	378	378	415	340	359	451	417	CAGL0L09603g
1105	800	1311	1003	1151	1129	1173	880	1009	546	525	771	767	715	901	567	574	672	442	430	CAGL0L09625g
3038	2440	4286	2613	3346	2761	3196	2426	3277	1738	1721	2280	3035	2461	3100	2021	1898	2104	621	563	CAGL0L09647g
2157	1160	3335	2350	2521	2129	1775	1471	2409	1157	739	1963	1340	912	1631	1907	1480	1660	135	120	CAGL0L09669g
887	824	1303	914	898	880	937	428	694	304	451	933	135	543	250	244	467	509	1651	1740	CAGL0L09691g
3263	2689	3637	2691	2335	2435	3261	2189	2248	1623	2004	1791	1570	2459	1389	1089	1664	1898	4457	4281	CAGL0L09713g
780	650	713	516	777	718	693	419	658	354	252	490	251	371	325	313	317	388	715	650	CAGL0L09735g
1232	1107	1410	1052	1239	1076	1302	832	1199	521	603	788	689	745	686	459	571	583	341	382	CAGL0L09757g
261	227	375	335	246	313	229	221	246	397	150	242	185	181	190	411	333	363	131	142	CAGL0L09779g
1855	1490	1926	1695	1972	2267	1726	1332	1505	1203	796	896	958	1046	1305	1357	1012	1194	2097	2138	CAGL0L09801g
422	383	428	328	416	361	405	284	452	227	168	241	150	207	220	251	200	205	530	440	CAGL0L09823g
940	636	1144	1049	952	1195	1069	884	941	650	443	926	591	633	693	613	552	634	412	309	CAGL0L09845g
2353	1995	2738	2151	2417	2670	2565	1705	2464	1453	1506	1814	1982	2272	2071	1253	1682	1799	1332	1210	CAGL0L09867g
1115	1109	1199	786	1209	1074	1236	624	998	430	452	584	463	640	484	309	407	413	646	609	CAGL0L09889g
321	270	536	443	339	399	392	317	350	248	156	176	194	216	188	319	485	502	402	368	CAGL0L09911g
1877	2516	1230	1055	1496	1964	2128	1506	1108	704	492	567	258	747	441	553	625	678	3576	3593	CAGL0L09933g
1915	1466	2168	1822	1903	2251	1759	1398	1610	1366	821	1104	1064	1188	1303	1612	1262	1443	2981	2896	CAGL0L09955g
116	116	124	112	152	189	99	66	87	85	47	68	47	80	82	144	83	100	328	331	CAGL0L09999g
1019	891	1589	1180	1310	1494	1143	896	930	750	666	838	631	800	497	432	842	941	785	896	CAGL0L10015g
2903	2526	3914	2617	3012	2768	3083	1968	3195	1446	1466	2307	1819	1920	1949	1306	1245	1402	777	747	CAGL0L10021g
1224	999	1185	1006	1149	1281	1108	766	787	632	396	604	385	516	634	775	517	651	1785	1584	CAGL0L10043g
0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	CAGL0L10065r
259	254	226	183	212	269	189	162	112	66	72	64	56	119	104	89	135	148	274	281	CAGL0L10092g
2695	2161	3758	2827	3102	3079	2533	2028	2519	1162	1235	1964	1897	1746	2305	1473	1346	1497	466	400	CAGL0L10120g
368	277	839	603	317	357	411	381	511	264	294	375	524	316	214	145	165	198	854	767	CAGL0L10142g
1329	969	1938	1710	2084	2430	1209	772	1525	999	698	1073	1807	1250	2052	1856	819	1077	239	166	CAGL0L10164g
804	951	623	518	680	824	958	865	297	262	393	300	108	720	231	298	280	337	3395	3459	CAGL0L10186g
611	701	521	399	641	647	755	477	471	343	241	280	261	403	386	405	290	308	1892	1886	CAGL0L10208g
694	589	728	555	673	728	640	504	512	449	308	484	297	414	411	508	423	451	758	726	CAGL0L10230g
596	448	644	479	639	523	597	369	433	289	173	333	218	232	304	338	208	216	448	435	CAGL0L10252g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0L10274r
1004	994	1078	793	1005	999	1244	987	858	515	267	622	259	407	418	468	505	567	1583	1468	CAGL0L10318g
186	216	218	114	154	142	185	93	163	55	59	106	47	68	79	54	40	62	56	51	CAGL0L10340g
1114	672	1125	1013	1325	1392	705	565	521	369	422	578	447	686	716	683	612	806	1135	1134	CAGL0L10362g
441	410	406	345	350	353	449	309	325	215	200	343	193	291	240	177	295	310	688	697	CAGL0L10384g
4959	4329	5814	4243	4047	4386	4559	3452	4273	2094	1910	1872	2169	2391	1729	1432	2239	2482	3715	3667	CAGL0L10406g
669	689	800	805	764	925	716	543	782	734	340	430	379	431	512	690	417	432	815	733	CAGL0L10428g
1271	1431	1393	945	1254	1078	1486	746	1213	487	754	830	545	1067	597	344	499	582	1067	970	CAGL0L10450g
1023	1136	926	729	921	1021	1354	702	896	566	572	804	369	762	431	387	440	485	2439	2161	CAGL0L10472g
1176	1333	1776	1355	1297	1441	1555	696	1395	634	762	1228	338	1168	395	340	789	880	1189	1289	CAGL0L10494g
3597	1900	5669	3817	4004	3443	3004	2444	3760	2356	1803	3316	3313	2255	3614	2985	2192	2641	295	279	CAGL0L10516g
1496	1270	1586	1053	1558	1315	1569	904	1363	622	662	941	605	859	924	670	679	671	437	444	CAGL0L10538g
7064	5170	9234	8375	7500	8109	6450	5778	7504	3754	3088	4180	5196	4115	5851	4184	3491	3954	305	287	CAGL0L10560g
2143	2183	1293	757	1876	1513	1628	743	763	247	498	683	361	676	825	381	365	355	6336	6083	CAGL0L10582g
635	601	510	415	542	608	638	389	425	298	248	286	211	334	293	286	240	268	1211	1266	CAGL0L10604g
133	87	144	102	126	131	115	65	85	41	15	47	34	38	45	18	10	10	31	19	CAGL0L10626g
1881	1455	1790	1390	2174	2216	1760	1072	1484	841	616	1104	880	988	1328	1154	852	910	1115	874	CAGL0L10648g
1808	1451	1551	1074	1703	1581	1643	947	1286	468	563	709	624	807	1235	751	512	571	1070	1059	CAGL0L10670g
347	263	390	274	444	406	271	210	229	230	166	213	175	199	309	378	223	270	543	433	CAGL0L10692g
1814	1598	2607	1824	2430	1934	1753	869	1597	624	1347	1392	1332	1820	1501	699	966	1117	578	538	CAGL0L10714g
227	227	209	167	189	204	213	128	175	121	91	168	86	147	115	99	132	121	264	222	CAGL0L10736g
10224	7632	11840	8577	11075	10767	8970	6509	10237	4580	4404	4869	6455	6087	5994	4306	4046	4195	4961	3899	CAGL0L10758g
29883	32940	44815	24872	32131	26399	43908	17225	46050	13177	22060	25246	10891	28906	7564	4200	21251	22081	4838	4993	CAGL0L10780g
